Date,News Title
10/6/2021,Tesla ordered to pay $137M to ex-worker over hostile work environment
10/7/2021,GM says it will double annual revenue by 2030 to $280 billion in digital push ...
10/8/2021,Counting down to Tesla’s annual shareholder meeting
10/8/2021,"Musk moving Tesla headquarters to Austin, Texas"
10/8/2021,"Here are Friday’s biggest analyst calls of the day: Home Depot, Tesla, Caterpillar, Apple, GM ..."
10/8/2021,8VC founder Joe Lonsdale on Elon Musk’s decision to move Tesla to Texas
10/8/2021,"Tesla moving to Texas is a big win for the state, says Gene Munster"
10/9/2021,Here’s why one analyst thinks Tesla is ‘Apple-esque’
10/9/2021,Why this Tesla analyst is bullish on the stock after the shareholder meeting
10/9/2021,"Trading Nation: What Alphabet, Tesla and Crocs have in common"
10/9/2021,Craig Irwin from Roth Capital Partners explains his $150 price target for Tesla
10/11/2021,"Green hydrogen, Tesla and more: Morgan Stanley names stocks set to pop"
10/13/2021,Options Action: Tesla jumps
10/15/2021,Tesla takes two of three top spots in China’s most popular EV list
10/16/2021,Cramer’s week ahead: I expect a blowout quarter from Tesla
10/20/2021,Options Action: Tesla earnings on tap
10/20/2021,"Wedbush’s Joel Kulina breaks down Netflix, Tesla reports"
10/20/2021,"Here are Wednesday’s biggest analyst calls of the day: Tesla, Amazon, McDonald’s, Netflix & more"
10/21/2021,"Baird analyst Ben Kallo looks ahead to Tesla Q3 earnings, conference call: Not just a ..."
10/21/2021,"SpaceX expected to become more valuable than Tesla, Morgan Stanley survey finds"
10/21/2021,Tesla reports record revenue and profits in Q3 — Four experts discuss the stock now
10/21/2021,Fmr. Tesla exec on key takeaways from company’s Q3 earnings
10/21/2021,"Jim Cramer on AT&T, Tesla, HP, Unilever and more"
10/21/2021,"Tesla has set up its two existing factories to be ‘extremely profitable,’ says equity strategist"
10/25/2021,"Tesla soars after Hertz announces plan to buy 100,000 cars"
10/26/2021,"Stocks making the biggest moves midday: Tesla, PayPal, Pinterest and more"
10/26/2021,Steve Weiss buys Tesla calls ahead of the company passing a $1 trillion valuation
10/26/2021,Wedbush’s Ives says Tesla demand outstrips supply
10/26/2021,Tesla hits an all-time high $1 trillion valuation
10/26/2021,"Trading Nation: Two traders debate how much further Tesla can run up, now that it’s ..."
10/26/2021,Tesla’s China sales have grown to nearly half the size of the company’s U.S. sales
10/26/2021,"Tesla’s valuation is too much for me, says Roth Capital’s Craig Irwin"
10/27/2021,"The Investment Committee on Tesla: This one is just a monster, says Najarian"
10/27/2021,"GM can ‘absolutely’ catch Tesla by 2025, CEO Mary Barra says"
10/28/2021,"Cramer says Ford CEO ‘ready to bury’ Elon Musk and Tesla, still loves Ford stock"
10/29/2021,"Tesla could be a $2.5 trillion company, says Loup Ventures’ Munster"
11/1/2021,Susquehanna’s Chris Murphy breaks down the recent call action in Tesla as the stock hits ...
11/1/2021,Jim Cramer on electric car shares and why Tesla is a ‘phenomenon’
11/1/2021,"Watch CNBC’s full discussion with Jim Cramer on shares of Tesla, Barclays CEO and more"
11/2/2021,"Pete Najarian’s latest options moves on Tesla, Microsoft and Meta (formerly Facebook)"
11/2/2021,Ark Invest analyst says Tesla’s robotaxi platforms could drive $9T revenue
11/2/2021,Hertz deal with Tesla in question after Musk tweet
11/2/2021,Why Jim Cramer thinks it’s ‘a mistake’ to sell Tesla on dip
11/3/2021,The Margins co-editor tries to put Tesla’s valuation in context
11/3/2021,"Ford, GM and Toyota ‘started too late’ in EV push: fmr. Tesla board member says"
11/3/2021,Kelly Evans: The rise of Tesla
11/8/2021,Should Elon Musk sell 10% of his Tesla stock? Twitter users vote ‘yes’
11/9/2021,"PepsiCo CEO Ramon Laguarta on Tesla EV deliveries, carbon credit market"
11/9/2021,"Canaccord, Jefferies up Tesla price target"
11/9/2021,Jefferies raises Tesla price target to Street high
11/10/2021,"Watch the full CNBC interview with New Street Research’s Pierre Ferragu, who says Tesla’s in ..."
3/12/2022,"Single-stock ETFs on Amazon, Meta, Tesla and more are coming. Here’s what we know"
3/17/2022,"Here are Thursday’s biggest analyst calls of the day: Apple, Tesla, Chipotle, FedEx, Netflix & ..."
3/18/2022,China’s Xpeng hikes price of cars following Tesla and other EV makers as raw material ...
3/18/2022,"Here are Friday’s biggest analyst calls of the day: Amazon, Netflix, Microsoft, Tesla & more"
3/19/2022,"Stocks making the biggest moves midday: GameStop, Tesla, FedEx and more"
3/21/2022,"Here are Monday’s biggest analyst calls of the day: Apple, Tesla, Nio, Nvidia, General Motors ..."
3/22/2022,"Here are Tuesday’s biggest analyst calls of the day: Apple, Tesla, Deere, Zoom, Boeing, Nike ..."
3/22/2022,"Tesla’s stock is about to have a big run, says Jim Cramer"
3/23/2022,"Tesla’s new factory in Germany will reduce reliance on China, says Canaccord’s analyst Dorsheimer"
3/23/2022,Elon Musk dances at the opening of Tesla’s new factory in Germany
3/25/2022,"Here are Friday’s biggest analyst calls of the day: Disney, Apple, Tesla, Amazon, Joby & ..."
3/29/2022,"Stocks making the biggest moves midday: Tesla, Coinbase, AMC Entertainment, Beyond Meat and more"
3/29/2022,"Tesla’s stock split shows confidence in the company, says DataTrek Research’s Nicholas Colas"
3/29/2022,"Here are Tuesday’s biggest analyst calls of the day: Tesla, McDonald’s, Walmart, Petco & more"
3/30/2022,"Here are Wednesday’s biggest analyst calls of the day: Tesla, Netflix, Apple, McDonald’s & more"
4/1/2022,"Tesla, Simon Property and more: CNBC’s ‘Halftime Report’ traders answer your questions"
9/8/2022,"Final Trades: Abbvie, Tesla, Alaska Air & more"
11/9/2021,Tesla sinks after Twitter voters vote for Musk to sell shares
11/10/2021,Tesla shares sink for the third straight day
10/20/2021,"Get ready for revved up Tesla profits, Morgan Stanley’s Adam Jonas predicts"
10/21/2021,Gene Munster breaks down Tesla earnings
10/26/2021,Tesla soars on Hertz deal
10/26/2021,Here’s what’s next for Tesla
3/7/2024,Elon Musk’s pick for district attorney of Texas’ Travis County lost on Tuesday
7/24/2020,"Tesla sues Rivian for allegedly stealing secrets, poaching employees"
8/26/2020,"Jefferies raises Tesla price target to Wall Street high of $2,500, says auto revolution still ..."
9/8/2020,Tesla rebounds 7% after suffering its worst single-day loss in history
9/16/2020,Tesla gets two price target hikes ahead of Tuesday’s Battery Day
9/20/2020,Musk cautions innovations at Tesla ‘battery day’ won’t be widespread until 2022
9/22/2020,Here’s the email Elon Musk sent Tesla employees with 10 days left in Q3
9/23/2020,"Deutsche Bank upgrades Tesla after ‘Battery Day,’ says investors should ‘take advantage’ of pullback"
9/24/2020,Tesla sues U.S. government to overturn Trump administration tariffs on China
9/29/2020,"Elon Musk: Tesla may be overvalued today, but I think it’ll be worth more in ..."
10/3/2020,Where Elon Musk and Tesla earn real credit ‘eating the lunch’ of auto competitors
10/15/2020,Elon Musk cuts Tesla Model S price twice in one week
10/22/2020,Tesla shares jump 5% after reporting fifth consecutive quarter of profits
10/24/2020,Two traditional auto stocks are outpacing high-momentum Tesla shares this month
10/24/2020,"Tesla recalls nearly 50,000 Model S and X cars in China over faulty suspension"
11/7/2020,Toyota president: Tesla has ‘not created a real business in the real world yet’
11/17/2020,Tesla stock jumps on carmaker’s addition to the S&P 500
11/18/2020,"Fighting Tesla’s rally is ‘like fighting the Fed,’ trader says after S&P 500 inclusion"
11/19/2020,Consumer Reports is no longer recommending Tesla’s Model S and is panning the reliability of ...
11/20/2020,"Tesla stock to rally another 20% as investors bet on Musk, trader says"
11/23/2020,Chinese EV rivals line up to challenge Tesla on their home turf
11/24/2020,Tesla hits $500 billion market cap for the first time
11/25/2020,Elon Musk hints at Tesla hatchback model for Europe
12/1/2020,S&P’s decision to add Tesla in one shot demonstrates the power of passive investing
12/2/2020,Musk to Tesla employees: ’Our stock will immediately get crushed like a souffle under a ...
12/3/2020,"Goldman Sachs upgrades Tesla, says the stock has massive upside of over 30%"
12/9/2020,"Cramer: Optimistic young investors see Elon Musk as next Steve Jobs, take Tesla to dizzying ..."
12/9/2020,Tesla progress on German factory slowed by sleeping snakes
12/15/2020,Here’s how much 5% invested in Tesla could have made for S&P 500 index fund ...
12/18/2020,"Elon Musk should apologize for mocking gender pronouns, says group that gave Tesla top LGBTQ-friendly ..."
12/19/2020,Cramer’s week ahead: More upside after Tesla’s S&P 500 welcome
12/23/2020,"Elon Musk says he once considered selling Tesla to Apple, Tim Cook didn’t want to ..."
1/8/2021,Chamath Palihapitiya says there’s a big disruption coming that will cause Tesla to double again
1/8/2021,"Tesla closes day as fifth most valuable U.S. company, passing Facebook"
1/9/2021,Bill Miller says passing on Tesla was one of his big investing mistakes
1/12/2021,"Nio is attracting young investors in search of the next Tesla, says Cramer"
3/16/2021,"Cramer says Ford, General Motors are picking up momentum as Tesla shares slip"
3/16/2021,"Top fund manager: Forget Tesla, these automakers are set to ‘win the game’"
3/20/2021,"Musk says Tesla would be shut down if its cars spied in China, elsewhere"
4/5/2021,"Record deliveries a ‘paradigm changer’ for Tesla, stock to jump 50%, Wedbush says"
4/6/2021,Tesla appeals order to delete Elon Musk’s tweet about unions
4/26/2021,Tesla reports earnings this afternoon. Traders share whether it’s a buy here
4/27/2021,"Tesla posts record net income of $438 million, revenue surges by 74%"
4/28/2021,Tesla is now sitting on $2.5 billion of bitcoin
5/3/2021,Tesla bear on Elon Musk’s unique compensation plan
5/13/2021,"Chinese EV buyers want luxury — and they’re looking somewhere besides Tesla, says fund manager"
5/13/2021,"Elon Musk’s bitcoin backtrack could make Tesla shares even more volatile, Wedbush says"
5/14/2021,"Bitcoin slides after Elon Musk tweets climate concerns, suspends Tesla payment acceptance: CNBC After Hours"
5/16/2021,Why Elon Musk was wrong to get Tesla into bitcoin in the first place
5/18/2021,"When shorting a theme, it gets dangerous: Munster on big Tesla short"
5/21/2021,From anti-Tesla design to huge frunk: 5 things to know about the electric Ford F-150 ...
5/29/2021,"Inside Tesla’s Megapack system, which stores energy for utilities"
6/11/2021,Tesla analyst on his key takeaways from the Model S Plaid debut
6/14/2021,Musk says Tesla will accept bitcoin again as crypto miners use more clean energy
6/19/2021,Ex-Tesla president sold stocks worth $247 million since June 10
8/18/2021,Trading Nation: Tesla hits the skids
8/18/2021,Cramer’s lightning round: I would buy some Tesla now
8/18/2021,"Tesla autopilot probe ‘makes complete sense’, says New Street’s Ferragu"
8/18/2021,What it would take for other automakers to compete with Tesla
8/19/2021,Tesla advances faster than other car companies: Loup’s Munster
8/20/2021,"Tesla hosts ‘AI Day,’ in spite of Musk’s previous warnings about Artificial Intelligence"
8/20/2021,"Right now, investors have a glass-half-empty view of Tesla, says Wedbush’s Ives"
8/20/2021,"Tesla has a edge in the global EVs space — its China factory, strategist says"
8/20/2021,Only viable robotic product so far is the Roomba: Analyst on Tesla bot
8/20/2021,"Tesla appears far ahead of competitors in autonomous tech, says Loup’s Munster"
8/20/2021,"Tesla Bot expected to be ready next year for limited tasks, company says"
8/21/2021,"Watch CNBC’s full interview with Tesla bear and Bernstein analyst, Toni Sacconaghi"
8/23/2021,"Here are Monday’s biggest analyst calls of the day: Amazon, Tesla, Robinhood, Exxon, Peloton & ..."
8/25/2021,"Tesla, Moderna are among hedge funds’ favorite stocks to short as the investment strategy rebounds"
9/3/2021,"Airbnb, ServiceNow, Tesla — Halftime traders on their picks as S&P 500 nears record highs"
9/5/2021,Victim of Tesla crash in Texas had an alcohol level exceeding the legal limit
9/14/2021,"Ark Invest’s Cathie Wood on Tesla, markets and crypto"
9/15/2021,"EV start-up Rivian beats Tesla, GM, Ford as first automaker to produce electric pickup"
9/17/2021,Tesla CEO Elon Musk praises Chinese car companies in speech at green vehicle conference
9/18/2021,Morgan Stanley auto analyst presents his bull and bear case on Tesla
9/24/2021,"China’s ‘common prosperity’ push could put Tesla and these other U.S. stocks at risk, BofA ..."
9/28/2021,"Tesla, Apple suspend production after China imposes strict energy consumption rules"
9/29/2021,"Here are Wednesday’s biggest analyst calls of the day: Tesla, Robinhood, Amazon, Ford, Apple & ..."
10/1/2021,Degas Wright on why he’s still invested in Tesla
1/24/2022,"Here are Monday’s biggest analyst calls of the day: Tesla, Amazon, Microsoft, Charter, Apple & ..."
1/25/2022,Short sellers are up $114 billion this year with winning bets against Tesla and Netflix
1/26/2022,Jefferies’ Philippe Houchois on what he is expecting from Tesla’s Q4 earnings
1/27/2022,"We’ll be looking at Tesla’s self-driving capabilities, says Oppenheimer analyst"
1/28/2022,"Stocks making the biggest moves midday: Tesla, Netflix, Intel and more"
1/28/2022,"Best trades on CNBC Thursday: Tesla, Boeing, and Apple earnings’ impact on stocks, pros pick ..."
1/29/2022,"Tesla’s still ‘king of the hill’ in EVs, says Westly Group founder"
1/29/2022,"Best trades on CNBC Friday: Pros bet big on Tesla, Apple and Visa as they ..."
2/1/2022,"Stocks making the biggest moves midday: Tesla, Spotify, Netflix, Beyond Meat and more"
2/1/2022,"Tesla’s gross margins and profitability are ahead of everyone, says Mizuho analyst"
2/9/2022,"Tesla’s Model Y gains ground in California, second-best selling car in state"
2/18/2022,Investing Club: What we’re watching Thursday afternoon — including Ford’s Mach-E top EV over Tesla
2/20/2022,Lessons for investors trying to cut their tax bill from Elon Musk’s $5.7 billion Tesla ...
2/21/2022,Tesla’s Autopilot feature is reportedly being investigated by German regulators
2/25/2022,"Here are Friday’s biggest analyst calls of the day: Tesla, Dollar General, Dish Network and ..."
8/11/2022,Jim Cramer gives his thoughts on Elon Musk’s nearly $7 billion Tesla stock sale ahead ...
8/12/2022,"Devon Energy, Tesla, and more: CNBC’s ‘Halftime Report’ traders answer your questions"
8/12/2022,"Tesla still the clear winner in EVs, says Loup Ventures’ Gene Munster"
8/23/2022,"Here are Tuesday’s biggest analyst calls: Apple, Zoom, McDonald’s, AMC, Walmart, Uber, Tesla & more"
3/23/2024,What investors should know about the U.S. easing vehicle emissions rules
4/4/2020,"Tesla is dismissing contractors from its California and Nevada factories, sources say"
4/29/2020,Here’s how Tesla and SpaceX worked with and paid each other in the past year
5/14/2020,"California AG says local officials are dealing with Tesla’s reopening, but he’s ‘ready to enforce’ ..."
5/28/2020,Tesla price cuts show realism in face of coronavirus slowdown
5/29/2020,"Elon Musk earns first performance-based payout from Tesla, worth more than $700 million"
5/29/2020,"Tesla sent 20 staffers to SpaceX, Elon Musk’s other company, filing shows"
6/9/2020,Tesla shares hit record closing price
6/16/2020,"Tesla cuts price of Model S Long Range Plus, says EPA-rated range improved to 402 ..."
6/20/2020,Tesla tells employees merit awards are on hold after Covid-19
6/25/2020,"Tesla lags auto industry in quality, finds new J.D. Power study"
6/26/2020,"Tesla’s industry lead is growing as legacy automakers ‘flail’ on driverless cars, Ark Invest analyst ..."
6/29/2020,Elon Musk beat the short sellers and Tesla gained new types of investors along the ...
6/30/2020,Elon Musk emails Tesla employees: ‘Breaking even is looking super tight’
7/2/2020,Tesla shares soar after reporting big beat on second-quarter deliveries
7/3/2020,"Tesla ended reduced salaries this week, says internal email"
7/8/2020,"Tesla is a ‘stock you cannot fundamentally value,’ trader says. Here’s his strategy for its ..."
7/10/2020,NYU’s ‘Dean of Valuation’ on Tesla’s massive run: The virus ‘handicapped’ its competition
7/14/2020,Tesla cuts Model Y price and cancels standard range version
7/15/2020,"Texas county approves tax breaks for Tesla, if it builds a $1.1 billion car plant ..."
7/15/2020,"Tesla stock needs to drop by $1,000 to be a buy, trader says"
7/17/2020,Credit Suisse doubles Tesla stock price forecast but is still neutral
7/23/2020,Tesla reports fourth straight quarter of profits
7/23/2020,"Tesla will build its next Gigafactory near Austin, Texas"
7/23/2020,"Tesla could see shares reverse in fourth quarter, says major bear who has a $300 ..."
7/23/2020,Chamath Palihapitiya: Tesla’s push toward renewable energy could make it worth trillions
7/23/2020,"Tesla’s stock price and market valuation are ‘insane,’ says AutoNation CEO Mike Jackson"
7/23/2020,Cramer says Tesla CEO Elon Musk is a ‘big thinker’ who makes us look like ...
7/23/2020,Tesla’s sale of environmental credits help drive to profitability
7/24/2020,Tesla shares slide 6% as traders take profits from 2020′s high-flying stocks
8/12/2020,Tesla announces five-for-one stock split
8/14/2020,"Morgan Stanley upgrades Tesla, hikes price target on ‘integrated battery supply business’ prospects"
8/15/2020,Lucid Motors has ambitious plans to defy skeptics and take on Tesla
8/21/2020,Oppenheimer’s Tesla analyst advises investors to ‘ride the momentum’ but protect themselves
8/25/2020,Cramer calls Tesla the ‘greatest momentum story ever told’ but warns against getting greedy
8/31/2020,"Tesla jumps 12% as stock split takes effect, Apple gains 3%"
9/1/2020,"Apple, Tesla stock splits take effect. What five market analysts are watching"
9/3/2020,"Tesla drops again, bringing three-day loss to more than 18%"
9/22/2020,Tesla shares fall as Musk dampens Battery Day expectations
9/24/2020,"Cramer sees ‘huge positives’ on Tesla’s Battery Day, tells investors to be patient on stock"
10/7/2020,Tesla’s quarterly report could land Musk another $3 billion
10/14/2020,"Tesla will become a $2 trillion company, says billionaire Tesla shareholder Ron Baron"
10/23/2020,Tesla’s release of new ‘self-driving’ software closely watched by U.S. regulator
1/15/2021,"Tesla losing ground in Europe should trouble investors, strategist says"
1/18/2021,"In challenge to Tesla, Chinese electric carmaker Xpeng releases autonomous features for highway driving"
1/28/2021,Tesla shows off updated design for Model S
2/6/2021,Tesla founders Martin Eberhard and Marc Tarpenning talk about the early days and bringing on ...
2/6/2021,Founders Martin Eberhard and Marc Tarpenning tell the story of the early days at Tesla ...
2/8/2021,El-Erian sees Tesla’s bitcoin move as a game changer for investors
2/11/2021,Elon Musk’s brother Kimbal sells $25 million worth of Tesla shares
2/19/2021,"JD Power says Lexus is most dependable auto brand, ranks Tesla 30th out of 33"
2/23/2021,Tesla suffers its biggest fall since September 2020
2/26/2021,Fisker CEO says the EV startup is trying to do more than just take customers ...
3/6/2021,"Time to add to Tesla shares in latest Nasdaq sell-off, trader says"
3/6/2021,Tesla closes below $600 for the first time since December — here’s what’s weighing the ...
3/8/2021,"Buffett cut Apple, Baron trimmed Tesla: Billionaire market lessons on tech and growth stock selling"
3/11/2021,Tesla’s China-made Model Y takes off despite holiday car sales slump
3/12/2021,"Fire broke out at Tesla factory in Fremont, California"
3/15/2021,Hundreds of Tesla workers test positive for Covid
3/15/2021,Elon Musk has officially been made the ‘Technoking of Tesla’
3/19/2021,Why Tesla faces an uphill battle in India
3/25/2021,"‘You can now buy a Tesla with bitcoin,’ CEO Elon Musk said. But it could ..."
3/30/2021,U.S. safety agency says it will gather information on Tesla crash with truck in New ...
4/5/2021,"Tim Cook drops some hints on Apple’s car plans, shares what he thinks of Elon ..."
4/6/2021,Goldman Sachs picks Tesla and 5 other stocks to play the electric vehicle boom
4/14/2021,Tesla executive says data collected from its cars in China is stored in China
4/16/2021,"Tesla, ex-engineer settle lawsuit over Autopilot source code"
4/20/2021,Tesla CEO Elon Musk says Autopilot was not enabled in fatal Texas crash
7/2/2021,Here’s what analysts are expecting from Tesla’s Q2 delivery numbers
7/2/2021,"Tesla delivers 201,250 vehicles in second quarter"
7/3/2021,"Tesla deliveries, and company investigates fire in new ‘Model S Plaid’"
7/3/2021,Tesla Model S Plaid reportedly catches fire in Pennsylvania
7/6/2021,Bitcoin drop hangs on Tesla balance sheet
7/8/2021,Tesla shares lower since reporting Q2 deliveries
7/8/2021,Tesla will face increased scrutiny in Chinese market: Morgan Stanley analyst
7/22/2021,Tesla to open charging stations to other EVs
7/24/2021,Trading Nation: Tesla set to report earnings on Monday — Here’s what to watch
7/26/2021,Tesla and more: Goldman Sachs names 10 electric vehicle stocks to buy right now
7/26/2021,"Johnson: There’s a potential miss in the offing when Tesla reports Q2 results, due to ..."
7/27/2021,"Tesla needs to make the most of European market, says analyst"
7/27/2021,Former Tesla board member on three things to watch in the EV space
7/27/2021,"Tesla beats by a wide margin, on track for Model Y in 2021"
7/27/2021,Lesko: Creating a more stable earnings environment at Tesla may not be a bad way ...
7/27/2021,"Why this investor is underweight FANG, Tesla stocks"
7/27/2021,"If Tesla can get to the tangential businesses, market cap could remain ‘very significant’: Analyst"
7/27/2021,"The upside for Tesla in the second half of 2021 could be substantial, says investor"
7/28/2021,How Tesla shrugged off a $23 million bitcoin loss last quarter: CNBC After Hours
7/28/2021,Here’s how Tesla boosted profits with production changes
7/29/2021,"Here are Thursday’s biggest analyst calls of the day: McDonald’s, Facebook, Tesla, Robinhood & more"
